,App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Body,Oracle,Body_token,Body_no_negations,Body_no_negations_no_sw,Body_no_negations_no_sw_stem,Body_token_n_grams,Translated Subject
138,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRWE4YUtOMlZIM3RDV3ZFbFlUYUVyNGxZb0lKWmc2WWx0SEZNWUdlbEVVLWNsMVhPQW5kRGZQaS1YSU5COWZtRUZ5Y19sODRxX1ZGYTRLZUE,English,,5,2015-06-16,Amirreza Anvari,,Best VPN software,,OTHER,"['best', 'vpn', 'software']","['best', 'vpn', 'software']","['vpn', 'software']","['vpn', 'softwar']","[('best', 'vpn'), ('vpn', 'software'), ('best', 'vpn', 'software')]",
139,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR1ByU3VkczZ6dkZjZGhrcnZScG5YbmNvWWpweVNzWEY3eFhOMXpsYmQ3aVZWQ0VHV05fRU9qTGJYZEJaMW9XTzNyZEpFX0NsV0d3TlZEV1E,English,,4,2015-06-13,Mohsen Hosseinian,Good,Good but used my battery more than other apps. Also why it needed read my sd card?!,,ENERGY,"['good', 'but', 'used', 'my', 'battery', 'more', 'than', 'other', 'apps', '.', 'also', 'why', 'it', 'needed', 'read', 'my', 'sd', 'card', '?', '!']","['good', 'but', 'used', 'my', 'battery', 'more', 'than', 'other', 'apps', '.', 'also', 'why', 'it', 'needed', 'read', 'my', 'sd', 'card', '?', '!']","['good', 'battery', 'apps', '.', 'needed', 'read', 'sd', 'card', '?', '!']","['good', 'batteri', 'app', '.', 'need', 'read', 'sd', 'card', '?', '!']","[('good', 'but'), ('but', 'used'), ('used', 'my'), ('my', 'battery'), ('battery', 'more'), ('more', 'than'), ('than', 'other'), ('other', 'apps'), ('apps', '.'), ('.', 'also'), ('also', 'why'), ('why', 'it'), ('it', 'needed'), ('needed', 'read'), ('read', 'my'), ('my', 'sd'), ('sd', 'card'), ('card', '?'), ('?', '!'), ('good', 'but', 'used'), ('but', 'used', 'my'), ('used', 'my', 'battery'), ('my', 'battery', 'more'), ('battery', 'more', 'than'), ('more', 'than', 'other'), ('than', 'other', 'apps'), ('other', 'apps', '.'), ('apps', '.', 'also'), ('.', 'also', 'why'), ('also', 'why', 'it'), ('why', 'it', 'needed'), ('it', 'needed', 'read'), ('needed', 'read', 'my'), ('read', 'my', 'sd'), ('my', 'sd', 'card'), ('sd', 'card', '?'), ('card', '?', '!'), ('good', 'but', 'used', 'my'), ('but', 'used', 'my', 'battery'), ('used', 'my', 'battery', 'more'), ('my', 'battery', 'more', 'than'), ('battery', 'more', 'than', 'other'), ('more', 'than', 'other', 'apps'), ('than', 'other', 'apps', '.'), ('other', 'apps', '.', 'also'), ('apps', '.', 'also', 'why'), ('.', 'also', 'why', 'it'), ('also', 'why', 'it', 'needed'), ('why', 'it', 'needed', 'read'), ('it', 'needed', 'read', 'my'), ('needed', 'read', 'my', 'sd'), ('read', 'my', 'sd', 'card'), ('my', 'sd', 'card', '?'), ('sd', 'card', '?', '!')]",
140,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSG81OXM4S2l5UGNfT3dSQXZ4Sm9yUlhoVDJBTkV0eGhTRXNaUzdQVjk2TkxkSnlGcnYzZGRRN01wandjaDlHSTc2Zzh3UHh5T2JBc0JKUHc,English,,5,2015-06-13,Ehsan M,nice one,Doesn't path internet traffic through VPN on lollipop,,BUG,"['does', ""n't"", 'path', 'internet', 'traffic', 'through', 'vpn', 'on', 'lollipop']","['traffic', 'through', 'vpn', 'on', 'lollipop']","['traffic', 'vpn', 'lollipop']","['traffic', 'vpn', 'lollipop']","[('does', ""n't""), (""n't"", 'path'), ('path', 'internet'), ('internet', 'traffic'), ('traffic', 'through'), ('through', 'vpn'), ('vpn', 'on'), ('on', 'lollipop'), ('does', ""n't"", 'path'), (""n't"", 'path', 'internet'), ('path', 'internet', 'traffic'), ('internet', 'traffic', 'through'), ('traffic', 'through', 'vpn'), ('through', 'vpn', 'on'), ('vpn', 'on', 'lollipop'), ('does', ""n't"", 'path', 'internet'), (""n't"", 'path', 'internet', 'traffic'), ('path', 'internet', 'traffic', 'through'), ('internet', 'traffic', 'through', 'vpn'), ('traffic', 'through', 'vpn', 'on'), ('through', 'vpn', 'on', 'lollipop')]",
141,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSDRKbDA1bWVzb0VzVXdVcExsZDB5V3laUnhFazgtVEkwU0hvb2c2RHVPZl9ob2lvT0N2VG9zVFJFZnAyczBCUHVUYUQ0NmpKQU9Pd0NjdlE,English,,5,2015-06-03,کامبیز مصلح,Good app,5 stars for this app,,OTHER,"['5', 'stars', 'for', 'this', 'app']","['5', 'stars', 'for', 'this', 'app']","['5', 'stars', 'app']","['5', 'star', 'app']","[('5', 'stars'), ('stars', 'for'), ('for', 'this'), ('this', 'app'), ('5', 'stars', 'for'), ('stars', 'for', 'this'), ('for', 'this', 'app'), ('5', 'stars', 'for', 'this'), ('stars', 'for', 'this', 'app')]",
142,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRUNSX3BYOG5NQkN4N2lOMTZnaXNONDBnb3JwS1pXVXBRVTFCdENkdTlOWkVJZURvalhpZVJNMUIzVXhGN1dWcWRJek9PX2xPMXlxQ0QyOFE,English,,5,2015-06-01,Soheil Gonzalez,Great,"It works great and simply amazing. It would be even better with a notification in top-left corner that shows some info. And, there is no need to ask for username and password every time. Thanks :)",,FEATURE,"['it', 'works', 'great', 'and', 'simply', 'amazing', '.', 'it', 'would', 'be', 'even', 'better', 'with', 'a', 'notification', 'in', 'top-left', 'corner', 'that', 'shows', 'some', 'info', '.', 'and', ',', 'there', 'is', 'no', 'need', 'to', 'ask', 'for', 'username', 'and', 'password', 'every', 'time', '.', 'thanks', ':', ')']","['it', 'works', 'great', 'and', 'simply', 'amazing', '.', 'it', 'would', 'be', 'even', 'better', 'with', 'a', 'notification', 'in', 'top-left', 'corner', 'that', 'shows', 'some', 'info', '.', 'and', ',', 'there', 'is', 'to', 'ask', 'for', 'username', 'and', 'password', 'every', 'time', '.', 'thanks', ':', ')']","['works', 'great', 'simply', 'amazing', '.', 'notification', 'top-left', 'corner', 'info', '.', ',', 'username', 'password', 'time', '.', ':', ')']","['work', 'great', 'simpli', 'amaz', '.', 'notif', 'top-left', 'corner', 'info', '.', ',', 'usernam', 'password', 'time', '.', ':', ')']","[('it', 'works'), ('works', 'great'), ('great', 'and'), ('and', 'simply'), ('simply', 'amazing'), ('amazing', '.'), ('.', 'it'), ('it', 'would'), ('would', 'be'), ('be', 'even'), ('even', 'better'), ('better', 'with'), ('with', 'a'), ('a', 'notification'), ('notification', 'in'), ('in', 'top-left'), ('top-left', 'corner'), ('corner', 'that'), ('that', 'shows'), ('shows', 'some'), ('some', 'info'), ('info', '.'), ('.', 'and'), ('and', ','), (',', 'there'), ('there', 'is'), ('is', 'no'), ('no', 'need'), ('need', 'to'), ('to', 'ask'), ('ask', 'for'), ('for', 'username'), ('username', 'and'), ('and', 'password'), ('password', 'every'), ('every', 'time'), ('time', '.'), ('.', 'thanks'), ('thanks', ':'), (':', ')'), ('it', 'works', 'great'), ('works', 'great', 'and'), ('great', 'and', 'simply'), ('and', 'simply', 'amazing'), ('simply', 'amazing', '.'), ('amazing', '.', 'it'), ('.', 'it', 'would'), ('it', 'would', 'be'), ('would', 'be', 'even'), ('be', 'even', 'better'), ('even', 'better', 'with'), ('better', 'with', 'a'), ('with', 'a', 'notification'), ('a', 'notification', 'in'), ('notification', 'in', 'top-left'), ('in', 'top-left', 'corner'), ('top-left', 'corner', 'that'), ('corner', 'that', 'shows'), ('that', 'shows', 'some'), ('shows', 'some', 'info'), ('some', 'info', '.'), ('info', '.', 'and'), ('.', 'and', ','), ('and', ',', 'there'), (',', 'there', 'is'), ('there', 'is', 'no'), ('is', 'no', 'need'), ('no', 'need', 'to'), ('need', 'to', 'ask'), ('to', 'ask', 'for'), ('ask', 'for', 'username'), ('for', 'username', 'and'), ('username', 'and', 'password'), ('and', 'password', 'every'), ('password', 'every', 'time'), ('every', 'time', '.'), ('time', '.', 'thanks'), ('.', 'thanks', ':'), ('thanks', ':', ')'), ('it', 'works', 'great', 'and'), ('works', 'great', 'and', 'simply'), ('great', 'and', 'simply', 'amazing'), ('and', 'simply', 'amazing', '.'), ('simply', 'amazing', '.', 'it'), ('amazing', '.', 'it', 'would'), ('.', 'it', 'would', 'be'), ('it', 'would', 'be', 'even'), ('would', 'be', 'even', 'better'), ('be', 'even', 'better', 'with'), ('even', 'better', 'with', 'a'), ('better', 'with', 'a', 'notification'), ('with', 'a', 'notification', 'in'), ('a', 'notification', 'in', 'top-left'), ('notification', 'in', 'top-left', 'corner'), ('in', 'top-left', 'corner', 'that'), ('top-left', 'corner', 'that', 'shows'), ('corner', 'that', 'shows', 'some'), ('that', 'shows', 'some', 'info'), ('shows', 'some', 'info', '.'), ('some', 'info', '.', 'and'), ('info', '.', 'and', ','), ('.', 'and', ',', 'there'), ('and', ',', 'there', 'is'), (',', 'there', 'is', 'no'), ('there', 'is', 'no', 'need'), ('is', 'no', 'need', 'to'), ('no', 'need', 'to', 'ask'), ('need', 'to', 'ask', 'for'), ('to', 'ask', 'for', 'username'), ('ask', 'for', 'username', 'and'), ('for', 'username', 'and', 'password'), ('username', 'and', 'password', 'every'), ('and', 'password', 'every', 'time'), ('password', 'every', 'time', '.'), ('every', 'time', '.', 'thanks'), ('time', '.', 'thanks', ':'), ('.', 'thanks', ':', ')')]",
143,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRkgxeWFuVzg0WHYzT0VFMXFueDRfZmlKeTNKYjJtYm1uenlGTnlDT3NzcGVvRDRESUM4Q0VHbW9wenZCYmpNemRrN1h1LVFVX0ZjN0l1bmc,English,,5,2015-05-23,shayan tehrani,,Hey,,OTHER,['hey'],['hey'],['hey'],['hey'],[],
144,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSGwwa1JMSk05V2dKMXoxY3h3Q1lQVnZyNUwyVmhWY052WnpKOUpHYnVPSExVSmhRU1RZdU5EeG1CQlVQaHhKTXdaQXM0NmlEQ3oyZk1WOXc,English,,5,2015-05-23,Pourya Khoshnevisan,,Alaki dadam,,OTHER,"['alaki', 'dadam']","['alaki', 'dadam']","['alaki', 'dadam']","['alaki', 'dadam']","[('alaki', 'dadam')]",
145,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR2RwWUd2S240a2VqbXczU1Y4SDlXVnVXVVZHSjBDcHBpOG5YQ015MHdtQy1zQnNGUDRuanFmXzVKNVlJVHdpNmxST2FBQ3JlWDBjNFNGUFE,English,,5,2015-05-23,علی جوادی,,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
146,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRmIxYlZzc1QxTTQ4UEVqN3VJS2xOUmplV1RETzBYak81NVU0TEtQc3RsQ0hISnp4NmhGRW5mR1doSWp4YjlyY1hOQzM0RlYtdTlqOW1XMVE,English,,1,2015-05-15,Frank Liberty,,Not work in rooted nexus lollipop,,BUG,"['not', 'work', 'in', 'rooted', 'nexus', 'lollipop']","['in', 'rooted', 'nexus', 'lollipop']","['rooted', 'nexus', 'lollipop']","['root', 'nexu', 'lollipop']","[('not', 'work'), ('work', 'in'), ('in', 'rooted'), ('rooted', 'nexus'), ('nexus', 'lollipop'), ('not', 'work', 'in'), ('work', 'in', 'rooted'), ('in', 'rooted', 'nexus'), ('rooted', 'nexus', 'lollipop'), ('not', 'work', 'in', 'rooted'), ('work', 'in', 'rooted', 'nexus'), ('in', 'rooted', 'nexus', 'lollipop')]",
147,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSFdMU1NNazYxb1daZ2t1d3VwbXRUc1JQQ2tSdFlrejBERWZKd21vU3J1NEQ1cjQ5M0h2ZVF5N2Ftd3ZGOW5GNEt0al9YbjRVdjhLcDltbGc,English,,4,2015-05-14,ali abbaszadh,Sina,Ok,,OTHER,['ok'],['ok'],[],[],[],
148,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR0FFOXJYMVFlaUpodW1pZngxZUp1a2tuelBWemdaQ0xxRE41bkN1UlZLOERuYk9nUTVZaFl5LU82YkpXYW52UTFNTFg1bGNTNHlxeVk2WXc,English,,5,2015-05-14,farzin 007 a,Ali bod,Gd,,OTHER,['gd'],['gd'],['gd'],['gd'],[],
149,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSER6RjF2Z19POFhnRjJ0NU1Ed21UdUNNcGJWcVRJS0x6WUQ5MGdfVEZaYTViVFNsOGxudmNTMmh2dmZEemY5Rmp2VDRqUGtCb0F4VUNEMUE,English,,5,2015-05-06,Alireza Sharify,,Goods,,OTHER,['goods'],['goods'],['goods'],['good'],[],
150,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRmtlVXFtaDhCSUdfZGtkRTZoenYxWmxNVmZQY05Qd1ZTeDlNRUtBZGo0clRNeDFQZnV2ZEU3MWFSRkRsUU82LTZSaHNOODFGRlE5STRDMFE,English,,3,2015-04-25,Mostafa Jafari,راضی هستم,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
151,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRmY2THB6MTN2azRWVjRwTnpQOW9EemliYld5c0pjS0Qxa195bWVfazdNT2J1WkZZYlA4TnNLX3pSR2NZdkFNc2d6NV9EZGFaNG9RRWI1R3c,English,,5,2015-04-17,Cyyedmohhammadhassan Zare,عشق,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
152,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRXNIRlktNjlZVVlsSldod1RnWC1JZ2lUakpCcHZmV3N2Mk9fak1wejVyUGxfdEdIaV9nU0VIRThYUzRybk5kMVQtM01rckxFUVpaekdhYmc,English,,4,2015-04-13,dani azarmina,,Nice,,OTHER,['nice'],['nice'],['nice'],['nice'],[],
153,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSEx2VGY0em01U0trY0xreVJGZExleXQ0S3FseUNGcnVXRGlXbnVhVm9rTUV2YmNlcnlFcEtKUV9PTUpUYldYMEFYQXRXT2Z3eXpQLVBNalE,English,,3,2015-04-13,ham kar,,Besy 4mobile. Thanks,,OTHER,"['besy', '4mobile', '.', 'thanks']","['besy', '4mobile', '.', 'thanks']","['besy', '4mobile', '.']","['besi', '4mobil', '.']","[('besy', '4mobile'), ('4mobile', '.'), ('.', 'thanks'), ('besy', '4mobile', '.'), ('4mobile', '.', 'thanks'), ('besy', '4mobile', '.', 'thanks')]",
154,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR29kdC16cXcwQ041eFNnRFJUM3JVOExWUXZXUDhMeU1KTjZpeVRZeEVZLWY2b2xmLUFJV1cxZ2RCejM0bVZaTk1iWlRBR0VRd21mYUhTV0E,English,,5,2015-03-22,Win Winn,,Good app but I yet use,,OTHER,"['good', 'app', 'but', 'i', 'yet', 'use']","['good', 'app', 'but', 'i', 'yet', 'use']","['good', 'app']","['good', 'app']","[('good', 'app'), ('app', 'but'), ('but', 'i'), ('i', 'yet'), ('yet', 'use'), ('good', 'app', 'but'), ('app', 'but', 'i'), ('but', 'i', 'yet'), ('i', 'yet', 'use'), ('good', 'app', 'but', 'i'), ('app', 'but', 'i', 'yet'), ('but', 'i', 'yet', 'use')]",
155,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRVhsaVFYSmFVNmt3NEFtSmV2TWZZckpGZzdfbnZ5V3RTbDBSakJVM191NVIzcVBmQlZNbjNOQVVmNEk1UkMtai1sWDRoay00V2F1bTZvZGc,English,,5,2015-03-16,Mohammad Omidi,Free ip and user pass,Ip:mobile.iranvpn.gq    user:persiangulf password :persiangulf,,OTHER,"['ip', ':', 'mobile.iranvpn.gq', 'user', ':', 'persiangulf', 'password', ':', 'persiangulf']","['ip', ':', 'mobile.iranvpn.gq', 'user', ':', 'persiangulf', 'password', ':', 'persiangulf']","['ip', ':', 'mobile.iranvpn.gq', 'user', ':', 'persiangulf', 'password', ':', 'persiangulf']","['ip', ':', 'mobile.iranvpn.gq', 'user', ':', 'persiangulf', 'password', ':', 'persiangulf']","[('ip', ':'), (':', 'mobile.iranvpn.gq'), ('mobile.iranvpn.gq', 'user'), ('user', ':'), (':', 'persiangulf'), ('persiangulf', 'password'), ('password', ':'), (':', 'persiangulf'), ('ip', ':', 'mobile.iranvpn.gq'), (':', 'mobile.iranvpn.gq', 'user'), ('mobile.iranvpn.gq', 'user', ':'), ('user', ':', 'persiangulf'), (':', 'persiangulf', 'password'), ('persiangulf', 'password', ':'), ('password', ':', 'persiangulf'), ('ip', ':', 'mobile.iranvpn.gq', 'user'), (':', 'mobile.iranvpn.gq', 'user', ':'), ('mobile.iranvpn.gq', 'user', ':', 'persiangulf'), ('user', ':', 'persiangulf', 'password'), (':', 'persiangulf', 'password', ':'), ('persiangulf', 'password', ':', 'persiangulf')]",
156,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRXA3aWRfZXJrNnpOQ05HSXFKYlZMNUhXX0lyMzdNbTZTcVlBcDJTMl83dk5mVFBwLWdZQ1J6ZWRhX3k4WnNyWHoxZXBFaF9aZUE1X2ZaT0E,English,,5,2015-03-14,Anatoliy Gontar,Awesome App,"Connect to Cisco firewalls, no need for mobile licences.",,USABILITY,"['connect', 'to', 'cisco', 'firewalls', ',', 'no', 'need', 'for', 'mobile', 'licences', '.']","['connect', 'to', 'cisco', 'firewalls', ',', 'for', 'mobile', 'licences', '.']","['connect', 'cisco', 'firewalls', ',', 'mobile', 'licences', '.']","['connect', 'cisco', 'firewal', ',', 'mobil', 'licenc', '.']","[('connect', 'to'), ('to', 'cisco'), ('cisco', 'firewalls'), ('firewalls', ','), (',', 'no'), ('no', 'need'), ('need', 'for'), ('for', 'mobile'), ('mobile', 'licences'), ('licences', '.'), ('connect', 'to', 'cisco'), ('to', 'cisco', 'firewalls'), ('cisco', 'firewalls', ','), ('firewalls', ',', 'no'), (',', 'no', 'need'), ('no', 'need', 'for'), ('need', 'for', 'mobile'), ('for', 'mobile', 'licences'), ('mobile', 'licences', '.'), ('connect', 'to', 'cisco', 'firewalls'), ('to', 'cisco', 'firewalls', ','), ('cisco', 'firewalls', ',', 'no'), ('firewalls', ',', 'no', 'need'), (',', 'no', 'need', 'for'), ('no', 'need', 'for', 'mobile'), ('need', 'for', 'mobile', 'licences'), ('for', 'mobile', 'licences', '.')]",
157,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR1hLRTI5Mk5GWHR4NVNnMnZrNXBHbkZtemZYVDRHQzZLLWw3RGtvMWRlUjlBSWN3T1JFZkJyeVYwa1kxd2duZXFSbm51bkQwQ19VeDF3ZUE,English,,5,2015-03-11,Suresh Nallamuthu,Very Good App,Really good app. Far better than Cisco any connect.,,OTHER,"['really', 'good', 'app', '.', 'far', 'better', 'than', 'cisco', 'any', 'connect', '.']","['really', 'good', 'app', '.', 'far', 'better', 'than', 'cisco', 'any', 'connect', '.']","['good', 'app', '.', 'cisco', 'connect', '.']","['good', 'app', '.', 'cisco', 'connect', '.']","[('really', 'good'), ('good', 'app'), ('app', '.'), ('.', 'far'), ('far', 'better'), ('better', 'than'), ('than', 'cisco'), ('cisco', 'any'), ('any', 'connect'), ('connect', '.'), ('really', 'good', 'app'), ('good', 'app', '.'), ('app', '.', 'far'), ('.', 'far', 'better'), ('far', 'better', 'than'), ('better', 'than', 'cisco'), ('than', 'cisco', 'any'), ('cisco', 'any', 'connect'), ('any', 'connect', '.'), ('really', 'good', 'app', '.'), ('good', 'app', '.', 'far'), ('app', '.', 'far', 'better'), ('.', 'far', 'better', 'than'), ('far', 'better', 'than', 'cisco'), ('better', 'than', 'cisco', 'any'), ('than', 'cisco', 'any', 'connect'), ('cisco', 'any', 'connect', '.')]",
158,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR0Y4bkN5M0ZJNlJGdDBGNnlLWnUtMnBvQVlvZlRUb3RyT3J3MWY3aTJuRW1iRHZLVEh6ellGcktQRzJkMU11VlR2UTd3TWRvWWRKcTFMZGc,English,,5,2015-03-04,George Snyder,Very slick and works great,I haven't had any problems with this app and it has an excellent interface.,,USABILITY,"['i', 'have', ""n't"", 'had', 'any', 'problems', 'with', 'this', 'app', 'and', 'it', 'has', 'an', 'excellent', 'interface', '.']","['i', 'have', 'any', 'problems', 'with', 'this', 'app', 'and', 'it', 'has', 'an', 'excellent', 'interface', '.']","['problems', 'app', 'excellent', 'interface', '.']","['problem', 'app', 'excel', 'interfac', '.']","[('i', 'have'), ('have', ""n't""), (""n't"", 'had'), ('had', 'any'), ('any', 'problems'), ('problems', 'with'), ('with', 'this'), ('this', 'app'), ('app', 'and'), ('and', 'it'), ('it', 'has'), ('has', 'an'), ('an', 'excellent'), ('excellent', 'interface'), ('interface', '.'), ('i', 'have', ""n't""), ('have', ""n't"", 'had'), (""n't"", 'had', 'any'), ('had', 'any', 'problems'), ('any', 'problems', 'with'), ('problems', 'with', 'this'), ('with', 'this', 'app'), ('this', 'app', 'and'), ('app', 'and', 'it'), ('and', 'it', 'has'), ('it', 'has', 'an'), ('has', 'an', 'excellent'), ('an', 'excellent', 'interface'), ('excellent', 'interface', '.'), ('i', 'have', ""n't"", 'had'), ('have', ""n't"", 'had', 'any'), (""n't"", 'had', 'any', 'problems'), ('had', 'any', 'problems', 'with'), ('any', 'problems', 'with', 'this'), ('problems', 'with', 'this', 'app'), ('with', 'this', 'app', 'and'), ('this', 'app', 'and', 'it'), ('app', 'and', 'it', 'has'), ('and', 'it', 'has', 'an'), ('it', 'has', 'an', 'excellent'), ('has', 'an', 'excellent', 'interface'), ('an', 'excellent', 'interface', '.')]",
159,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPSGQtNFVaV1lNc2l6UTROejZnZWtNVGlyUFU2RUwyVXE3SmttbXl5aFplSkFBYURPbmkwR18wSEgtdklqQk8zQjR3UG4xV0kyZ3ZkYjNkeUE,English,,5,2015-02-26,Stephen Diniz,Work Well,Works better than the AnyConnect ICS+ Application,,OTHER,"['works', 'better', 'than', 'the', 'anyconnect', 'ics+', 'application']","['works', 'better', 'than', 'the', 'anyconnect', 'ics+', 'application']","['works', 'anyconnect', 'ics+', 'application']","['work', 'anyconnect', 'ics+', 'applic']","[('works', 'better'), ('better', 'than'), ('than', 'the'), ('the', 'anyconnect'), ('anyconnect', 'ics+'), ('ics+', 'application'), ('works', 'better', 'than'), ('better', 'than', 'the'), ('than', 'the', 'anyconnect'), ('the', 'anyconnect', 'ics+'), ('anyconnect', 'ics+', 'application'), ('works', 'better', 'than', 'the'), ('better', 'than', 'the', 'anyconnect'), ('than', 'the', 'anyconnect', 'ics+'), ('the', 'anyconnect', 'ics+', 'application')]",
160,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRklfc0ZxeFBxVGZEUVBiem1GMkhoaUhGNVk4SXh0N0Y3U1NHS09hQzU3NW9nc2NGUXdPUWNuUUNxWUs0UkNNM2FQbk9JMGJGaHRoYlBrTWc,English,,5,2015-02-25,Kasra Zare,5 star.,Loved it !!!!!!!!,,OTHER,"['loved', 'it', '!', '!', '!', '!', '!', '!', '!', '!']","['loved', 'it', '!', '!', '!', '!', '!', '!', '!', '!']","['loved', '!', '!', '!', '!', '!', '!', '!', '!']","['love', '!', '!', '!', '!', '!', '!', '!', '!']","[('loved', 'it'), ('it', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('!', '!'), ('loved', 'it', '!'), ('it', '!', '!'), ('!', '!', '!'), ('!', '!', '!'), ('!', '!', '!'), ('!', '!', '!'), ('!', '!', '!'), ('!', '!', '!'), ('loved', 'it', '!', '!'), ('it', '!', '!', '!'), ('!', '!', '!', '!'), ('!', '!', '!', '!'), ('!', '!', '!', '!'), ('!', '!', '!', '!'), ('!', '!', '!', '!')]",
161,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRVFHa3ppckJQUFhyLXc5R2lXSzcwR2xUWGtpZDU0Mk1wOXN3ZmRad0tJWHY3T3JYdlFaUjlPWFZvTnhTekh0eHpTdEwxU2xWY3FnSGlMX2c,English,,4,2015-02-22,Micha LaQua,,works fine,,OTHER,"['works', 'fine']","['works', 'fine']","['works', 'fine']","['work', 'fine']","[('works', 'fine')]",
162,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPRWpPVEdNQklPeDBjb0VHalVxNVI0bGRGTWMtMHNQWm42MXdPZDVDS2lWbzBWcHNYVGRBakJNQ3RoWmVNSE1scF85QnAxeV9YRkkxcnZPNmc,English,,5,2015-02-20,Wei Shen,Better than Cisco AnyConnect Client,,,OTHER,['nan'],['nan'],['nan'],['nan'],[],
163,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR3RhUEdZTFJXQ2JoMG9wTFNVNTNzSm9RNWdQYWFJRnNMZnhUQWlqV3pxVmhtOUhkV0R0NE9NaFhudlo2cG9kbmZkM2ZIWU4zZHJXUDRJN1E,English,,5,2015-02-14,James Stegemeyer,Works better than Cisco AnyConnect client.,Works well on both Android and on Linux.,,OTHER,"['works', 'well', 'on', 'both', 'android', 'and', 'on', 'linux', '.']","['works', 'well', 'on', 'both', 'android', 'and', 'on', 'linux', '.']","['works', 'android', 'linux', '.']","['work', 'android', 'linux', '.']","[('works', 'well'), ('well', 'on'), ('on', 'both'), ('both', 'android'), ('android', 'and'), ('and', 'on'), ('on', 'linux'), ('linux', '.'), ('works', 'well', 'on'), ('well', 'on', 'both'), ('on', 'both', 'android'), ('both', 'android', 'and'), ('android', 'and', 'on'), ('and', 'on', 'linux'), ('on', 'linux', '.'), ('works', 'well', 'on', 'both'), ('well', 'on', 'both', 'android'), ('on', 'both', 'android', 'and'), ('both', 'android', 'and', 'on'), ('android', 'and', 'on', 'linux'), ('and', 'on', 'linux', '.')]",
164,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR3NPUGVQTVlqUUtkZXh5Ujh0WXRVSHE4anNkcGJyRXVDV25MMzF2b2d3dkR2N3FWQ1dJOTlpZ1JDRDNSMWZBVXNyWkZKR2VpQWtnVEJZSFE,English,,5,2015-02-11,SaEeD Gholami z,Good,It is better than anyconnect,,OTHER,"['it', 'is', 'better', 'than', 'anyconnect']","['it', 'is', 'better', 'than', 'anyconnect']",['anyconnect'],['anyconnect'],"[('it', 'is'), ('is', 'better'), ('better', 'than'), ('than', 'anyconnect'), ('it', 'is', 'better'), ('is', 'better', 'than'), ('better', 'than', 'anyconnect'), ('it', 'is', 'better', 'than'), ('is', 'better', 'than', 'anyconnect')]",
165,OpenConnect,Google Play,app.openconnect,Z3A6QU9xcFRPR1JjLXdTZy1PbXRvVlpZVjR4R0FRM0hGSC1QSFpvWWw5YmpCcFdBd2txQVFZd1M0NXNESlR6eHFENzhxbnF1cFA1ZzJoM3MzcExyajhGeUE,English,,5,2015-01-25,Haochen Tong,,IPv6,,OTHER,['ipv6'],['ipv6'],['ipv6'],['ipv6'],[],
